Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,RandomBaseline03,Legend,Entertainment_50,0.56153804,0.061317943,0.16264251,0.42430314,0.15961413,0.36500347,0.4577218,0.16028327,0.28660947,0.6476938,0.5229464,0.15844128,0.26734546,0.56043255,0.2206772,0.24332118,0.3060445,0.20346361,0.22720551,0.095942356,0.43001744,0.3465109,0.17630477,0.18769896,0.12363346,0.609837,0.19742653
LSI,RandomBaseline03,Li's field,Entertainment_50,0.29783162,0.11776525,0.21301341,0.39505872,0.23343137,0.22693387,0.28435528,0.39189884,0.55773854,0.40574,0.2773873,0.2443144,0.46608078,0.3671862,0.20143333,0.28631356,0.4821792,0.31971315,0.4610015,0.7071409,0.2240154,0.48671255,0.6303083,0.19231187,0.13899045,0.35907298,0.33626658
LSI,RandomBaseline03,List of circuses and circus owners,Entertainment_50,0.15773213,0.044635266,0.06578046,0.3310088,0.22932652,0.15317985,0.2743701,0.073644266,0.24425212,0.23612006,0.56567144,0.12666498,0.15952021,0.1366329,0.1318606,0.115277864,0.33407548,0.36836576,0.15668322,0.08550886,0.12346031,0.285262,0.16996136,0.15698335,0.50020695,0.20998499,0.38580444
LSI,RandomBaseline03,List of defunct comic book conventions,Entertainment_50,0.26803678,0.042032603,0.37024593,0.21752742,0.15578581,0.23857868,0.3185525,0.0643225,0.2864863,0.15308553,0.21287562,0.18410765,0.20722061,0.12199568,0.3971639,0.2823766,0.6248457,0.18060686,0.21110578,0.040625073,0.20528115,0.4225027,0.6287664,0.11476563,0.07942719,0.29361075,0.3619635
LSI,RandomBaseline03,List of highest-grossing media franchises,Entertainment_50,0.29156542,0.05343388,0.13344091,0.2332615,0.27235615,0.250008,0.53044957,0.7802432,0.5653095,0.3131452,0.08895859,0.14122254,0.29896873,0.18122989,0.26971006,0.092984036,0.2395738,0.2631986,0.1475628,0.11044437,0.21659684,0.3318139,0.1820881,0.15519708,0.1845102,0.17181176,0.418677
LSI,RandomBaseline03,Mathemagician,Entertainment_50,0.38025856,0.05070214,0.26722258,0.25636384,0.16296244,0.58637637,0.6457404,0.25792155,0.24059395,0.43494907,0.26703352,0.18523699,0.27346098,0.33906123,0.19066925,0.44359234,0.2043463,0.08151041,0.23220465,0.117229536,0.4765586,0.43999094,0.3127461,0.35953182,0.17748636,0.15718147,0.2813678
LSI,RandomBaseline03,Mickey (song),Entertainment_50,0.50933486,0.091633186,0.19227819,0.36311913,0.16491497,0.34140214,0.5435839,0.13724074,0.3971905,0.5604123,0.5890218,0.21468782,0.31066018,0.46856815,0.22754157,0.6569679,0.33289456,0.25101355,0.5103566,0.51050633,0.42064583,0.4854265,0.24484563,0.15345955,0.16227795,0.2776639,0.21845548
LSI,RandomBaseline03,Monsters vs. Aliens (franchise),Entertainment_50,0.39935285,0.085589394,0.12927367,0.4958884,0.26864552,0.35778654,0.76505864,0.22512722,0.31554353,0.57504386,0.20366777,0.16262847,0.39733535,0.3193268,0.5529915,0.18501455,0.31929088,0.25138664,0.26752773,0.17619178,0.3214482,0.33219272,0.25360993,0.15852767,0.24976312,0.27231383,0.21596913
LSI,RandomBaseline03,Moral,Entertainment_50,0.5552871,0.06402702,0.20384848,0.33795527,0.22277838,0.34838855,0.48416278,0.15429962,0.5437942,0.41800162,0.38892865,0.15754269,0.487737,0.32815543,0.33700112,0.30385172,0.34688362,0.19553234,0.3782026,0.68477184,0.4842034,0.4506302,0.31014144,0.2350614,0.21986386,0.29710588,0.22036628
LSI,RandomBaseline03,Music editor (filmmaking),Entertainment_50,0.37872738,0.05154331,0.14033079,0.24069303,0.1527968,0.3911732,0.71203136,0.2588218,0.19492593,0.31640232,0.0749008,0.11224605,0.4132563,0.23417589,0.37843212,0.072999075,0.16845648,0.14888075,0.14909697,0.65051526,0.2625886,0.20916212,0.08653504,0.12051387,0.19846916,0.09678474,0.13668026
LSI,RandomBaseline03,Oral interpretation,Entertainment_50,0.8785334,0.033817995,0.116769515,0.77998716,0.09802629,0.8444048,0.33218083,0.1350401,0.21714266,0.25338632,0.11818953,0.08769284,0.3104032,0.2475794,0.10289073,0.09718102,0.16314286,0.06638601,0.13167225,0.24481836,0.42749983,0.24311192,0.11529443,0.11644025,0.0915428,0.13376068,0.11998632
LSI,RandomBaseline03,Pay card,Entertainment_50,0.25943694,0.04076858,0.120819956,0.40303203,0.5059052,0.3415737,0.6053777,0.5879116,0.25243515,0.23154669,0.3182199,0.093188666,0.14970037,0.32131523,0.14746962,0.16602017,0.36466825,0.14643003,0.29977402,0.2537933,0.12729286,0.42968145,0.28965998,0.12050125,0.37423652,0.38725996,0.29194683
LSI,RandomBaseline03,Postman Pat,Entertainment_50,0.4761039,0.08904021,0.19565254,0.41746506,0.247533,0.48025632,0.7331058,0.28549746,0.48991644,0.52499336,0.27432397,0.19101882,0.43784535,0.43860662,0.41696274,0.1891294,0.3646762,0.26985973,0.28057867,0.36349583,0.33092648,0.55989915,0.37266272,0.20017354,0.23345044,0.33755997,0.41934296
LSI,RandomBaseline03,Real time (media),Entertainment_50,0.446946,0.08287376,0.16611011,0.28673667,0.40376705,0.47870147,0.67988056,0.24833822,0.39067978,0.5364473,0.19658276,0.21367745,0.3988029,0.32079643,0.35058308,0.19216755,0.31998274,0.24306402,0.48430988,0.46929947,0.3476324,0.32875344,0.3429127,0.21220556,0.2245681,0.31854278,0.2792172
LSI,RandomBaseline03,Revivalist artist,Entertainment_50,0.654814,0.04126228,0.08222999,0.53997064,0.07972829,0.95003575,0.41556275,0.114772394,0.16242236,0.20996918,0.09180908,0.093327984,0.17062217,0.20252633,0.10137725,0.047749817,0.15238939,0.116899356,0.08221171,0.33510816,0.32980898,0.28819743,0.12637988,0.09836352,0.09984794,0.11931421,0.0943
LSI,RandomBaseline03,Scooby-Doo,Entertainment_50,0.35278714,0.079781845,0.1723495,0.32120815,0.20611861,0.3585038,0.8666694,0.24083987,0.3497858,0.47723496,0.3073409,0.18778002,0.36628336,0.3218294,0.5161898,0.22412662,0.3323478,0.25163984,0.3548941,0.29902297,0.31808212,0.33212042,0.32641947,0.23152336,0.25170892,0.26336008,0.22044778
LSI,RandomBaseline03,Screen test,Entertainment_50,0.62071633,0.06937024,0.15124968,0.48065388,0.15646875,0.69666046,0.7882309,0.1695972,0.23914762,0.39513713,0.14259526,0.13614531,0.37210786,0.29298952,0.37229937,0.14716211,0.19560385,0.07422927,0.15818836,0.24776256,0.41853896,0.27936158,0.21299395,0.16078123,0.13479958,0.17164452,0.29988277
LSI,RandomBaseline03,She-tragedy,Entertainment_50,0.17553382,0.03422309,0.048257083,0.14522949,0.05727066,0.10425518,0.14474384,0.052956045,0.23220313,0.15268543,0.7710458,0.06726471,0.0820605,0.13788114,0.2138048,0.98445904,0.19526276,0.048603788,0.4928827,0.053445615,0.1298658,0.19891647,0.21946168,0.051707894,0.07168526,0.1469236,0.06948856
LSI,RandomBaseline03,Single rider,Entertainment_50,0.27834377,0.07127559,0.23929861,0.22673695,0.14359505,0.3025834,0.6107697,0.12607649,0.40760693,0.39840838,0.3486414,0.26830795,0.2860668,0.2533095,0.17974445,0.13457276,0.37253228,0.24415551,0.21460831,0.26584283,0.1736849,0.25244552,0.22021566,0.21985126,0.6831779,0.2647266,0.24601118
LSI,RandomBaseline03,Sociology of film,Entertainment_50,0.2995465,0.08989081,0.14688005,0.1958459,0.080983356,0.27956712,0.8251466,0.08065905,0.1629583,0.41666615,0.052784994,0.23341191,0.46695858,0.19979349,0.506193,0.038053125,0.14370805,0.09288643,0.09733991,0.16194838,0.23394845,0.18543309,0.086361766,0.09487824,0.087003864,0.09258372,0.07991291
LSI,RandomBaseline03,Stream of unconsciousness (narrative mode),Entertainment_50,0.54240763,0.09419731,0.14285426,0.5190042,0.11507247,0.9072224,0.34488675,0.09551096,0.25851962,0.3570292,0.22915834,0.19821098,0.40577117,0.2821743,0.10973464,0.10745386,0.23043808,0.06920617,0.121946774,0.20057261,0.36548176,0.23442939,0.16624153,0.28389195,0.075136095,0.16380438,0.18204112
LSI,RandomBaseline03,Studio Briefing,Entertainment_50,0.18817958,0.02886303,0.11380121,0.1417757,0.1182877,0.4362694,0.7401297,0.37092325,0.18846399,0.2585152,0.17376423,0.09955029,0.081673235,0.18101713,0.13679454,0.21585116,0.15897104,0.124125764,0.23195572,0.0743985,0.1268137,0.22594655,0.09350407,0.08257586,0.09670595,0.31616747,0.5305859
LSI,RandomBaseline03,Summer stock theatre,Entertainment_50,0.37073427,0.06587878,0.6282505,0.2990627,0.14556128,0.36795047,0.66215074,0.24884263,0.28264633,0.37573737,0.33688262,0.14791897,0.27778167,0.30341962,0.32160836,0.37217447,0.37508914,0.16975671,0.32694238,0.45692462,0.21513309,0.30695304,0.21310827,0.14357448,0.20568752,0.20647874,0.14616567
LSI,RandomBaseline03,Tactical media,Entertainment_50,0.6326576,0.08828249,0.21941659,0.5391998,0.21553077,0.62485135,0.4254794,0.32087368,0.7762278,0.3435019,0.22681147,0.2115952,0.32625744,0.2859998,0.25869742,0.22384182,0.380984,0.3995099,0.24855968,0.15086201,0.40581813,0.3605024,0.3512918,0.16549265,0.17384396,0.29410875,0.33140287
LSI,RandomBaseline03,Teen Dance Ordinance,Entertainment_50,0.33743018,0.059004974,0.16637798,0.28229177,0.1743614,0.29236156,0.32048208,0.21628131,0.4345628,0.49492612,0.42654592,0.15265682,0.28049517,0.4663329,0.15155749,0.17654714,0.6681462,0.16620503,0.5163456,0.60128397,0.38646385,0.397921,0.5845662,0.1445925,0.30058342,0.5486055,0.15866351
LSI,RandomBaseline03,The Soup,Entertainment_50,0.29719272,0.07725805,0.20562251,0.32989874,0.15802854,0.29726017,0.4862566,0.25985542,0.5103039,0.38129178,0.342462,0.19408898,0.2786004,0.3272443,0.3108749,0.31922087,0.37396944,0.78855497,0.3111556,0.22813655,0.35601813,0.41865802,0.31911027,0.19650081,0.2996228,0.33075303,0.1884382
LSI,RandomBaseline03,Tie-in,Entertainment_50,0.38564637,0.063669205,0.11500034,0.3046981,0.22569993,0.36616904,0.77196634,0.284257,0.33830768,0.40675306,0.112373754,0.14665309,0.3718688,0.22339559,0.66260386,0.10715646,0.21434641,0.20233208,0.13725491,0.10185055,0.2577452,0.29601452,0.14963377,0.13448316,0.24434412,0.19344422,0.19944185
LSI,RandomBaseline03,Topit,Entertainment_50,0.7843084,0.028186236,0.07865871,0.7182024,0.057685174,0.9261633,0.3275668,0.08168104,0.16258356,0.14801554,0.07157816,0.07175435,0.07735179,0.20464459,0.10195104,0.0376703,0.09868183,0.038727585,0.05631385,0.0064262897,0.35988992,0.16879891,0.056675375,0.0841357,0.057505056,0.09429438,0.1843588
LSI,RandomBaseline03,Transportation theory (psychology),Entertainment_50,0.4541264,0.11865668,0.30663985,0.47310528,0.23733515,0.32413363,0.3842091,0.35481107,0.4273108,0.65058726,0.1838279,0.27351978,0.43128455,0.50316477,0.39625755,0.22220051,0.34542814,0.56092274,0.33039418,0.30738586,0.43745914,0.52227956,0.27355713,0.3791979,0.1331712,0.30718073,0.3724568
LSI,RandomBaseline03,Adversarial purchasing,Business_50,0.20728733,0.04612284,0.321178,0.45002338,0.2569385,0.23234028,0.29848725,0.7696238,0.3481333,0.21847904,0.05592139,0.14616089,0.2545903,0.14534831,0.10525256,0.07319459,0.47403997,0.34957364,0.22204235,0.13646773,0.14578664,0.3251301,0.19536787,0.15990913,0.12354634,0.21463451,0.55602086
LSI,RandomBaseline03,BEEPS,Business_50,0.28969693,0.062206596,0.18107153,0.48876154,0.22397594,0.31328443,0.26812375,0.6896005,0.38878304,0.26073053,0.19242373,0.19969326,0.19278769,0.23282842,0.16849428,0.24985577,0.516657,0.17651036,0.55436164,0.18513328,0.2181364,0.42440033,0.7097229,0.13653824,0.17532901,0.32566273,0.4741576
LSI,RandomBaseline03,Blindspots analysis,Business_50,0.30017814,0.07542224,0.19079134,0.4255242,0.2232546,0.24138999,0.34861502,0.63245845,0.41833043,0.39288974,0.4307132,0.19785315,0.24427415,0.54781616,0.17744865,0.36199614,0.54038996,0.24422723,0.5477805,0.28217313,0.4011662,0.36759725,0.61808234,0.2616192,0.16033094,0.53600484,0.4121673
LSI,RandomBaseline03,Boats.com,Business_50,0.14765126,0.016582288,0.08982608,0.40628824,0.15468873,0.13772705,0.26809776,0.8897111,0.15960647,0.06989506,0.02209907,0.065708965,0.14611922,0.05785472,0.039934523,0.02352506,0.1731076,0.1277954,0.106307104,0.0073819384,0.069644704,0.40103763,0.22346386,0.06913743,0.09730176,0.22164468,0.13373289
LSI,RandomBaseline03,Boutique manufacturing,Business_50,0.31710523,0.10366048,0.21665588,0.6816202,0.20441832,0.25383738,0.30908832,0.76392305,0.22046304,0.23216665,0.086778305,0.2968735,0.20049846,0.17511079,0.11858567,0.118883714,0.23289125,0.09571495,0.3543423,0.08951683,0.2778365,0.23943958,0.2765332,0.33141446,0.1332957,0.18226464,0.28157988
LSI,RandomBaseline03,Business metadata,Business_50,0.12137185,0.05308402,0.15076146,0.20334016,0.3027228,0.12017718,0.16824028,0.86708456,0.25228965,0.17820586,0.11413652,0.16352245,0.15092905,0.13488185,0.09583049,0.2119502,0.2204197,0.093635306,0.21235335,0.12621723,0.15486221,0.20938617,0.28000432,0.17836751,0.08263584,0.15048091,0.678295
LSI,RandomBaseline03,Business process,Business_50,0.24103233,0.12298462,0.27884477,0.37680694,0.23077378,0.25549397,0.28114444,0.89461166,0.32612988,0.4249114,0.12023102,0.33272004,0.37744826,0.30667472,0.1278993,0.14650209,0.33642083,0.10960485,0.26410514,0.17942068,0.34605116,0.38234693,0.28945994,0.3023879,0.12714915,0.22642794,0.43250984
LSI,RandomBaseline03,Business record,Business_50,0.20731501,0.06459374,0.11180841,0.3072161,0.22430244,0.17069918,0.22925681,0.9155284,0.3125561,0.2727351,0.17159331,0.1560987,0.21123676,0.2129679,0.121748194,0.15996106,0.5151551,0.12152968,0.2954924,0.16725568,0.20896225,0.3304665,0.49068326,0.1410538,0.1782681,0.37710738,0.29703772
LSI,RandomBaseline03,CK Asset Holdings,Business_50,0.12441391,0.06722157,0.060423095,0.13897794,0.23314568,0.099911496,0.15411004,0.9474699,0.21039477,0.2127007,0.04618022,0.08937119,0.09461492,0.17417727,0.03997414,0.02894175,0.34125292,0.036178485,0.19958623,0.04762632,0.077062175,0.14434317,0.311657,0.18503878,0.08461478,0.2079657,0.15184951
LSI,RandomBaseline03,Cash-flow diagram,Business_50,0.26527768,0.1894215,0.31749302,0.40923658,0.29945666,0.29904234,0.32689106,0.71872514,0.469026,0.3947806,0.18713303,0.4347886,0.31230304,0.36507955,0.15226418,0.23307467,0.51380676,0.11987126,0.5508096,0.3735205,0.3138743,0.36763287,0.48073623,0.3273215,0.1641125,0.3015145,0.4139054
LSI,RandomBaseline03,Cash advance,Business_50,0.1686902,0.055052113,0.15981226,0.23675793,0.48677295,0.2540155,0.37851155,0.41679505,0.23700687,0.2904744,0.13261946,0.12443316,0.25944316,0.19731334,0.11601493,0.14414747,0.4376515,0.11925283,0.4104387,0.7670421,0.13105181,0.35913476,0.30106983,0.18243946,0.13902187,0.33113572,0.19881949
LSI,RandomBaseline03,Chaos theory in organizational development,Business_50,0.17919815,0.06585135,0.46141112,0.22374298,0.1428456,0.11684022,0.16496705,0.23838143,0.21373747,0.27313095,0.23776904,0.14635359,0.18529998,0.576284,0.11896539,0.33640292,0.21192625,0.24156427,0.30885378,0.16952208,0.25241807,0.24657556,0.18614794,0.7310035,0.06986793,0.27780735,0.21615338
LSI,RandomBaseline03,Communities of innovation,Business_50,0.37268436,0.100757405,0.32085368,0.50633204,0.2417978,0.30148047,0.3128446,0.52483886,0.38657755,0.4601223,0.34402958,0.31699365,0.47522703,0.34286538,0.19808805,0.36078,0.58042675,0.17334843,0.45468262,0.6670306,0.39319524,0.53319377,0.44684228,0.3185175,0.19344622,0.3901952,0.30319056
LSI,RandomBaseline03,Conduent,Business_50,0.1978358,0.056610096,0.13944101,0.3354466,0.17279637,0.18112805,0.24389373,0.679065,0.35342005,0.2996994,0.2186821,0.16055375,0.21639636,0.20501518,0.10670811,0.106171414,0.8163165,0.1593734,0.25460267,0.08791421,0.25555748,0.3844248,0.34267974,0.14384075,0.13048375,0.31082433,0.2991301
LSI,RandomBaseline03,Corporate promoter,Business_50,0.27572203,0.07579678,0.21453816,0.39034054,0.21713568,0.19086069,0.2919202,0.89995027,0.30960494,0.29878414,0.13449064,0.19373757,0.3534044,0.29227537,0.13744861,0.14587197,0.49551132,0.14267369,0.28965306,0.11840783,0.275009,0.42497,0.3637056,0.17306173,0.12574217,0.3039618,0.23978895
LSI,RandomBaseline03,Cumming Corporation,Business_50,0.122476116,0.033394568,0.18208824,0.19628473,0.14845431,0.112904444,0.19575822,0.8367517,0.17849088,0.18718298,0.0878135,0.10036431,0.15220636,0.13454619,0.105103165,0.13353047,0.64000654,0.05960366,0.19340068,0.09317273,0.10455036,0.22474588,0.16783647,0.0982812,0.10407722,0.20060347,0.24864255
LSI,RandomBaseline03,Customer intelligence,Business_50,0.10885728,0.03235986,0.09740261,0.17513213,0.16328198,0.09664735,0.17149533,0.99598277,0.17678678,0.124220125,0.0657102,0.12632689,0.13429204,0.1099149,0.06303038,0.09152378,0.18761852,0.05243455,0.16522773,0.060820706,0.1126629,0.15526657,0.16714215,0.10414581,0.09752623,0.11099168,0.31088164
LSI,RandomBaseline03,Data monetization,Business_50,0.12383376,0.04815588,0.21572557,0.2355887,0.26788256,0.10300161,0.18793258,0.9131205,0.23756738,0.19803196,0.10472379,0.17654231,0.14140628,0.14722551,0.08500742,0.17605379,0.27286017,0.07537805,0.20692171,0.109287724,0.1793488,0.2133884,0.25292614,0.16083087,0.08835582,0.14641908,0.6057271
LSI,RandomBaseline03,Distribution (marketing),Business_50,0.19174722,0.060627595,0.14745642,0.36526868,0.20232102,0.21513435,0.3188537,0.9449148,0.27516985,0.22490567,0.08043631,0.16248176,0.35348076,0.15426727,0.09554554,0.095599204,0.2605072,0.19610639,0.19656807,0.06546269,0.1604273,0.28865618,0.25057667,0.14501819,0.116812885,0.16677848,0.23152019
LSI,RandomBaseline03,Economic Times Awards,Business_50,0.32074606,0.0535653,0.11774837,0.59155613,0.1461159,0.42454898,0.32698834,0.44567245,0.43370172,0.25858882,0.33387843,0.38225555,0.11876163,0.19499865,0.21410036,0.3630586,0.5184392,0.24617833,0.3525199,0.08521819,0.51948184,0.30999136,0.5376247,0.108900085,0.42504913,0.33101198,0.15325736
LSI,RandomBaseline03,Electronic business,Business_50,0.1678823,0.047713637,0.16600329,0.33721742,0.35742405,0.15343252,0.25251257,0.9360397,0.2977662,0.22687463,0.12689032,0.17171463,0.24314398,0.15152091,0.11441249,0.14660457,0.29708314,0.121546954,0.27357253,0.14302391,0.17597671,0.27957174,0.36262634,0.25773707,0.1211586,0.20290746,0.47769898
LSI,RandomBaseline03,Employee monitoring software,Business_50,0.18293214,0.04605288,0.14792544,0.22060563,0.38544846,0.28522336,0.20385842,0.37132752,0.37905496,0.27660662,0.076398015,0.5791652,0.25353006,0.1807428,0.0933526,0.05207929,0.33091247,0.02832982,0.43841964,0.3797574,0.34848619,0.25079978,0.6571851,0.19855295,0.20532054,0.33971772,0.29221708
LSI,RandomBaseline03,Entrepreneur in Residence,Business_50,0.19587913,0.05058508,0.1795696,0.25451386,0.21113718,0.18076965,0.21387227,0.7615709,0.41847506,0.2749579,0.13448462,0.15715516,0.3442003,0.19187388,0.11908308,0.15409902,0.4533196,0.11289773,0.30492514,0.66423386,0.17308637,0.33966282,0.3209264,0.1614031,0.15527852,0.20296803,0.2907982
LSI,RandomBaseline03,European Parliament of Enterprises,Business_50,0.20999572,0.08183473,0.13785048,0.29059377,0.116450295,0.13608539,0.21160527,0.115388274,0.28681037,0.32259524,0.53310674,0.18473262,0.19341682,0.28150356,0.11356618,0.15630668,0.83120805,0.09219316,0.38014436,0.11365262,0.22724684,0.2877065,0.4445276,0.1283262,0.117247805,0.63346595,0.09027554
LSI,RandomBaseline03,Event management software,Business_50,0.5677328,0.0728192,0.22569874,0.8532183,0.14693965,0.5449461,0.3688637,0.34769988,0.3320024,0.4188025,0.10287617,0.21445896,0.18315206,0.37045586,0.17645183,0.10152975,0.36817682,0.2538334,0.32273242,0.086176425,0.31329888,0.42290866,0.5522877,0.118116125,0.18681791,0.2899979,0.21820197
LSI,RandomBaseline03,Eyeball Chat,Business_50,0.3046107,0.085527316,0.17390904,0.32240283,0.36257523,0.2814203,0.3765823,0.728058,0.49377263,0.3919152,0.12784106,0.25982004,0.33370662,0.28385833,0.3423741,0.17463297,0.33934572,0.28753623,0.27635628,0.2401524,0.27912757,0.4833932,0.2819494,0.3144648,0.13498205,0.25491548,0.65441316
LSI,RandomBaseline03,For-profit corporation,Business_50,0.25360855,0.05833017,0.1671472,0.47309375,0.17209451,0.21898594,0.24508977,0.52765363,0.35970637,0.30251434,0.25367138,0.15802808,0.19801964,0.1858201,0.13366964,0.19897862,0.65611833,0.18194008,0.73132557,0.43188718,0.18785465,0.3493651,0.5687198,0.15010425,0.18271676,0.40328917,0.22473115
LSI,RandomBaseline03,GSBA Zurich,Business_50,0.10636383,0.012032688,0.06898109,0.055913806,0.05936757,0.073126316,0.07168445,0.06984763,0.14237711,0.13858908,0.09287854,0.0342934,0.2381337,0.08958273,0.025371306,0.112797976,0.16574147,0.03132179,0.19292177,0.99520075,0.058332786,0.20963073,0.13473117,0.09237206,0.044853188,0.085936844,0.09379582
